CD_TURMA,DS_TURMA,TIPOCLASSE,GRAU
39905516,NÃO SERIADO  C1 INTEGRAL ANUAL,0,109
39811195,5° ANO C TARDE ANUAL,0,14
39413631,1ª ETAPA PRÉ-ESCOLA B INTEGRAL,0,6
39847575,2° ANO A TARDE ANUAL,0,14
39613730,NÃO SERIADO  B3 TARDE ANUAL,27,110
39856355,11 - INGLES - 1° ESTAGIO DISCI,0,15
39641194,1ª SERIE G NOITE ANUAL,0,101
39611866,MULTISERIADA 4A INTEGRAL ANUAL,1,6
39285154,2ª SERIE B INTEGRAL ANUAL,32,101
39503847,1° ANO G MANHA ANUAL,0,14
39845667,BERÇÁRIO 2 B2 INTEGRAL ANUAL,0,6
39599471,NÃO SERIADO  2I NOITE ANUAL,0,109
39399139,9° ANO D TARDE ANUAL,0,14
39663875,1ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39619329,NÃO SERIADO  3G TARDE ANUAL,27,110
39432012,2° ANO C TARDE ANUAL,0,14
39543296,3° ANO 3C MANHA ANUAL,0,14
39744364,1ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39613177,NÃO SERIADO  C2 INTEGRAL ANUAL,0,109
39732182,1006 - ENFERMAGEM - 1° MODULO ,0,35
39271345,8° ANO B INTEGRAL ANUAL,17,14
39367089,5° ANO B MANHA ANUAL,0,14
39636094,NÃO SERIADO  B INTEGRAL ANUAL,0,109
39481970,NÃO SERIADO  3C MANHA ANUAL,0,109
39610479,NÃO SERIADO  2A INTEGRAL ANUAL,0,109
39264948,9° ANO B INTEGRAL ANUAL,17,14
39635046,NÃO SERIADO  2C MANHA ANUAL,0,109
39720989,2ª ETAPA PRÉ-ESCOLA B MANHA AN,0,6
39813564,5° ANO A INTEGRAL ANUAL,0,14
39492226,2° ANO B TARDE ANUAL,0,14
39508366,5° ANO D TARDE ANUAL,0,14
39611359,NÃO SERIADO  2D NOITE ANUAL,0,109
39271404,2ª SERIE B INTEGRAL ANUAL,32,101
39328505,3ª SERIE A INTEGRAL ANUAL,32,101
39476358, 4A TARDE ANUAL,0,14
39798847,5° ANO B MANHA ANUAL,0,14
39401525,1° ANO 1A TARDE ANUAL,0,14
40162770,1009 - FARMÁCIA - 3° MODULO FN,0,35
39551190,MULTISERIADA 7B INTEGRAL ANUAL,1,6
39369699,1ª ETAPA PRÉ-ESCOLA H TARDE AN,0,6
39798268,MULTISSERIADA 78 NOITE 1° SEME,1,4
39267106,1ª SERIE E MANHA ANUAL,0,101
39389312,1° ANO 1A INTEGRAL ANUAL,0,14
39420693,MATERNAL 2 C INTEGRAL ANUAL,0,6
39280514,9° ANO B TARDE ANUAL,0,14
39817241,3ª SERIE A MANHA ANUAL,0,101
39276027,9° ANO B MANHA ANUAL,0,14
39635398,NÃO SERIADO  2C NOITE ANUAL,0,109
39514689,AEE B TARDE ANUAL,15,32
39676070,5° ANO B MANHA ANUAL,0,14
39291106,6° ANO A MANHA ANUAL,0,14
39378069,MULTISSERIADA F1 MANHA 1° SEME,1,4
39411364,MULTISSERIADA A INTEGRAL ANUAL,1,6
39301466,7° ANO B TARDE ANUAL,0,14
39720437,2° ANO B TARDE ANUAL,0,14
39538529,MATERNAL 1 2A INTEGRAL ANUAL,0,6
39297857,2ª SERIE A INTEGRAL ANUAL,32,101
39313339,3ª SERIE A MANHA ANUAL,0,101
39832495,NÃO SERIADO  3N INTEGRAL ANUAL,0,109
39316794,1ª SERIE C MANHA ANUAL,0,101
39461079, 2A INTEGRAL ANUAL,0,14
39902382,1ª SERIE C NOITE ANUAL,0,101
39286389,2ª SERIE D MANHA ANUAL,0,101
39321113,8° ANO B INTEGRAL ANUAL,17,14
39840660,6° ANO A MANHA ANUAL,0,14
39515483,6° ANO D TARDE ANUAL,0,14
39813091,1018 - NUTRICAO E DIETETICA - ,0,90
39568009,4° ANO A MANHA ANUAL,0,14
39871088,2° NIVEL 3A TARDE ANUAL,0,26
39502301,6° ANO B INTEGRAL ANUAL,17,14
39717327,MULTISSERIADA BT TARDE ANUAL,1,6
39452530,1ª SERIE C INTEGRAL ANUAL,32,101
39374227,DANÇAS CONTEMPORÂNEAS - PRE-MI,25,31
39263852,6° ANO B TARDE ANUAL,0,14
39477131, 9A MANHA ANUAL,0,14
39500010,6° ANO E TARDE ANUAL,0,14
39462943,2ª ETAPA PRÉ-ESCOLA B INTEGRAL,0,6
39340631,8° ANO A TARDE ANUAL,0,14
39620146,3° ANO E VESPERTINO ANUAL,0,14
39482714,7° ANO D MANHA ANUAL,0,14
39415438,3° ANO F TARDE ANUAL,0,14
39441063,4° ANO D TARDE ANUAL,0,14
39610318,NÃO SERIADO  2B INTEGRAL ANUAL,0,109
39275928,3ª SERIE B MANHA ANUAL,0,101
39842731,NÃO SERIADO  L INTEGRAL ANUAL,0,109
39528248,4 - JAPONES - 1° ESTAGIO DISCI,0,15
39366513,4° ANO C TARDE ANUAL,0,14
39392519,1° ANO D TARDE ANUAL,0,14
39337741,3ª SERIE C INTEGRAL ANUAL,32,101
39264036,1ª SERIE A MANHA ANUAL,0,101
39509392,9° ANO B MANHA ANUAL,0,14
39675873,7° ANO C TARDE ANUAL,0,14
39825702,8130 - MECANICA DE AERONAVES -,0,35
39416393,5° ANO A TARDE ANUAL,0,14
39406901,6° ANO D TARDE ANUAL,0,14
39401662,3° ANO D TARDE ANUAL,0,14
39599068,NÃO SERIADO  3B MANHA ANUAL,0,109
39484889,7° ANO E TARDE ANUAL,0,14
39487306,6° ANO 01 MANHA ANUAL,0,14
39613362,NÃO SERIADO  2C MANHA ANUAL,0,109
39286507,2ª SERIE C NOITE ANUAL,0,101
39551512,8° ANO 8B MANHA ANUAL,0,14
39350345,6° ANO A INTEGRAL ANUAL,17,14
39830372,5° ANO A INTEGRAL ANUAL,0,14
40398632,MATERNAL 1 D INTEGRAL ANUAL,0,6
39693609,NÃO SERIADO  F2 TARDE ANUAL,27,110
39283453,3ª SERIE A MANHA ANUAL,0,101
39773811,1ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39793746,9° ANO A MANHA ANUAL,0,14
39628133,NÃO SERIADO  J3 TARDE ANUAL,27,110
39878249,NÃO SERIADA RS MANHA ANUAL,43,9
39342735,5° ANO E TARDE ANUAL,0,14
39677800,MULTISERIADA 6A INTEGRAL ANUAL,1,6
39267937,2ª SERIE B MANHA ANUAL,0,101
39361182,1ª SERIE A MANHA ANUAL,0,101
39279026,7° ANO A INTEGRAL ANUAL,17,14
39762011,3° ANO TA TARDE ANUAL,0,14
39393989,1° ANO B TARDE ANUAL,0,14
39515054,3° ANO B MANHA ANUAL,0,14
39737637,MATERNAL 2 A TARDE ANUAL,0,6
39812463,MATERNAL 1 MA MANHA ANUAL,0,6
39372083,FUTSAL - INFANTIL - MASCULINO ,25,31
39368161,7° ANO C MANHA ANUAL,0,14
39669910,3° ANO 3B MANHA ANUAL,0,14
39792076,2ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39541581,3 - FRANCES - MULTISSERIADA MG,1,15
39874482,NÃO SERIADO  D  ANUAL,38,109
39346861,9° ANO A MANHA ANUAL,0,14
39404134,BERÇÁRIO 2 B INTEGRAL ANUAL,0,6
39610161,4050 - ADMINISTRAÇÃO - 2ª SERI,46,99
39634672,4° ANO F MANHA ANUAL,0,14
39778714,4° ANO B TARDE ANUAL,0,14
39754170,1° ANO A TARDE ANUAL,0,14
39688503,1ª ETAPA PRÉ-ESCOLA A INTEGRAL,0,6
39864684,MATERNAL 1 A MANHA ANUAL,0,6
39885990,MATERNAL 1 2B TARDE ANUAL,0,6
39887536,2ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39363971,2ª SERIE C NOITE ANUAL,0,101
39816106,4059 - RECURSOS HUMANOS - 1ª S,0,90
39573150,NÃO SERIADO  3B MANHA ANUAL,0,109
39348169,2ª SERIE A INTEGRAL ANUAL,32,101
39542859,NÃO SERIADO  2E TARDE ANUAL,27,110
39656234,NÃO SERIADO  3C MANHA ANUAL,0,109
39455421,3° ANO B MANHA ANUAL,0,14
39483839,6° ANO B INTEGRAL ANUAL,17,14
39663233,4° ANO A INTEGRAL ANUAL,0,14
39440430,2° ANO C TARDE ANUAL,0,14
39500685,2ª ETAPA PRÉ-ESCOLA C TARDE AN,0,6
39362295,3ª SERIE D INTEGRAL ANUAL,32,101
39499277,3060 - MANUTENCAO DE MAQUINAS ,46,104
39404027,9° ANO C MANHA ANUAL,0,14
39284581,8° ANO A MANHA ANUAL,0,14
39809169,3036 - AUTOMACAO INDUSTRIAL - ,0,35
39828310,4050 - ADMINISTRAÇÃO - 3ª SERI,0,90
39571999,NÃO SERIADO  2A MANHA ANUAL,0,109
39495819,1ª SERIE C MANHA ANUAL,0,101
39843691,3° ANO B TARDE ANUAL,0,14
39476937,2ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39314574,1ª SERIE E MANHA ANUAL,0,101
39275714,3ª SERIE F NOITE ANUAL,0,101
39347180,1ª SERIE B MANHA ANUAL,0,101
39596831,NÃO SERIADO  2A MANHA ANUAL,0,109
39484019,9° ANO A INTEGRAL ANUAL,17,14
39520459,5° ANO C TARDE ANUAL,0,14
39633917,NÃO SERIADO  2E NOITE ANUAL,0,109
39615280,NÃO SERIADO  3E TARDE ANUAL,27,110
39772673,8° ANO A MANHA ANUAL,0,14
39513483,1ª SERIE F TARDE ANUAL,0,101
40163030,4050 - ADMINISTRAÇÃO - 3° MODU,0,35
39415190,8° ANO F TARDE ANUAL,0,14
39527189, 8A MANHA ANUAL,0,14
39321759,6° ANO B TARDE ANUAL,0,14
39532812, 1B INTEGRAL ANUAL,0,14
39826054,2ª ETAPA PRÉ-ESCOLA 5B MANHA A,0,6
39851728,NÃO SERIADO  A1 NOITE 1º SEMES,37,109
39477679, 7A TARDE ANUAL,0,14
39424715,3° ANO B TARDE ANUAL,0,14
39386023,1° ANO B TARDE ANUAL,0,14
39851678,NÃO SERIADO  3B TARDE ANUAL,0,109
39263839,2ª SERIE A MANHA ANUAL,0,101
39529897,5° ANO A TARDE ANUAL,0,14
39681132,1° ANO A MANHA ANUAL,0,14
39696318,BERÇÁRIO 1 AB INTEGRAL ANUAL,0,6
39693528,NÃO SERIADO  IG TARDE ANUAL,27,110
39669131,1ª SERIE H NOITE ANUAL,0,101
39879915,3° NIVEL TC TARDE ANUAL,0,26
39746898,4° ANO C MANHA ANUAL,0,14
39311574,4° ANO A MANHA ANUAL,0,14
39707630,1° ANO C INTEGRAL ANUAL,0,14
39358458,1ª SERIE D MANHA ANUAL,0,101
39326167,7° ANO C INTEGRAL ANUAL,17,14
39832325,1ª SERIE 1A MANHA ANUAL,41,101
39517587,2ª ETAPA PRÉ-ESCOLA C MANHA AN,0,6
39310436,3ª SERIE B MANHA ANUAL,0,101
39414945,7° ANO C MANHA ANUAL,0,14
39276333,7° ANO A TARDE ANUAL,0,14
39696225,MATERNAL 2 A INTEGRAL ANUAL,0,6
39671481,MATERNAL 1 B INTEGRAL ANUAL,0,6
39445661,MULTISSERIADA A INTEGRAL ANUAL,1,6
39757210,1ª SERIE B MANHA ANUAL,41,101
39824951,2ª SERIE E MANHA ANUAL,0,101
39873333,NÃO SERIADO  1D MANHA ANUAL,0,109
39818254,4° ANO B TARDE ANUAL,0,14
39644250,MULTISERIADA 2D INTEGRAL ANUAL,1,6
39838235,NÃO SERIADO  BS TARDE ANUAL,0,109
40297209,1ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39378475,MULTISSERIADA A TARDE 1° SEMES,1,5
39623554,NÃO SERIADO  3D INTEGRAL ANUAL,0,109
39350650,1ª SERIE A MANHA ANUAL,0,101
39321288,6° ANO A INTEGRAL ANUAL,17,14
39819164,2ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39317630,3ª SERIE A MANHA ANUAL,0,101
39321871,1ª SERIE B MANHA ANUAL,0,101
39319867,1° ANO C TARDE ANUAL,0,14
39533896, 7K TARDE ANUAL,1,6
39397128,9° ANO C TARDE ANUAL,0,14
39313317,6° ANO A TARDE ANUAL,0,14
39553915,MULTISERIADA 7E MANHA ANUAL,1,6
39794485,8° ANO B TARDE ANUAL,0,14
39695022,NÃO SERIADO  B3 TARDE ANUAL,27,110
39324127,8° ANO C MANHA ANUAL,0,14
39323242,8° ANO B TARDE ANUAL,0,14
39689923,NÃO SERIADO d3 TARDE ANUAL ,27,110
39384320,4° ANO C TARDE ANUAL,0,14
39512817,NÃO SERIADA E TARDE ANUAL,43,9
39695191,NÃO SERIADO  B3 TARDE ANUAL,27,110
39507344,6082 - DESENVOLVIMENTO DE SIST,46,104
39834314,2° NIVEL FB TARDE ANUAL,0,26
39743908,1° ANO B TARDE ANUAL,0,14
39407244,MULTISSERIADA A INTEGRAL ANUAL,1,6
39637887,NÃO SERIADO  3A MANHA ANUAL,0,109
39297700,9° ANO B MANHA ANUAL,0,14
39294449,8° ANO D MANHA ANUAL,0,14
39286605,3ª SERIE A NOITE ANUAL,0,101
39806018,6074 - INFORMATICA PARA INTERN,0,90
39302548,2° ANO A TARDE ANUAL,0,14
39395879,1ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39829724,MATERNAL 2 B MANHA ANUAL,0,6
40286008,BERÇÁRIO 1 B INTEGRAL ANUAL,0,6
39356806,3ª SERIE A MANHA ANUAL,0,101
39917107,MULTISSERIADA F4 TARDE 2° SEME,1,4
39886279,4056 - LOGÍSTICA - 2ª SERIE 20,46,99
39555114,MULTISERIADA 7G TARDE ANUAL,1,6
39543374,MULTISERIADA 3C INTEGRAL ANUAL,1,6
39724056,MATERNAL 2 B TARDE ANUAL,0,6
39694520,NÃO SERIADO  3F TARDE ANUAL,27,110
39695576,NÃO SERIADO 3f TARDE ANUAL ,27,110
39707271,1ª ETAPA PRÉ-ESCOLA 4A MANHA A,0,6
39717751,2ª ETAPA PRÉ-ESCOLA I TARDE AN,0,6
39356407,2ª SERIE A INTEGRAL ANUAL,32,101
39698069,2ª ETAPA PRÉ-ESCOLA 5B INTEGRA,0,6
39534253, 7E MANHA ANUAL,1,6
39570576,MULTISERIADA 4E INTEGRAL ANUAL,1,6
40357405,EFN A TARDE ANUAL,49,60
39663796,4° ANO 4C TARDE ANUAL,0,14
39762013,MATERNAL 2 MA MANHA ANUAL,0,6
39505226,1ª ETAPA PRÉ-ESCOLA A INTEGRAL,0,6
39882413,1° ANO B TARDE ANUAL,0,14
39502193,1ª SERIE B MANHA ANUAL,0,101
39593295,8° ANO AI MANHA ANUAL,0,14
39309061,6° ANO 1 TARDE ANUAL,0,14
39344966,6° ANO B TARDE ANUAL,0,14
39354832,6° ANO A INTEGRAL ANUAL,17,14
39721851,1ª ETAPA PRÉ-ESCOLA E TARDE AN,0,6
39272631,3ª SERIE A NOITE ANUAL,0,101
39567223,NÃO SERIADO  3A MANHA ANUAL,0,109
39912006,4 - JAPONES - MULTISSERIADA 24,1,15
39545206,1ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39547186,MULTISERIADA 7A MANHA ANUAL,1,6
39455071,BERÇÁRIO 2 A INTEGRAL ANUAL,0,6
39689076,NÃO SERIADO  B3 TARDE ANUAL,27,110
39456151,9° ANO D INTEGRAL ANUAL,17,14
39279035,3ª SERIE A MANHA ANUAL,0,101
39511425,1ª SERIE A MANHA ANUAL,0,101
39433497,MATERNAL 2 C INTEGRAL ANUAL,0,6
39351446,3ª SERIE B MANHA ANUAL,0,101
39340411,3ª SERIE B NOITE ANUAL,0,101
39649249,4° ANO D MANHA ANUAL,0,14
39608984,5° ANO B INTERMEDIARIO ANUAL,0,14
39753088,1° ANO A MANHA ANUAL,0,14
39644774,NÃO SERIADO  3E TARDE ANUAL,27,110
39338458,5° ANO A INTEGRAL ANUAL,17,14
39480499,6° ANO D MANHA ANUAL,0,14
39528344,BERÇÁRIO 2 A INTEGRAL ANUAL,0,6
39293775,3ª SERIE M7 NOITE ANUAL,0,101
39425758,5° ANO A MANHA ANUAL,0,14
39889395,6° ANO A MANHA ANUAL,0,14
39623875,NÃO SERIADO  3A MANHA ANUAL,0,109
40142463,GINASTICA RITMICA - MIRIM - FE,25,31
39316753,1ª SERIE D INTEGRAL ANUAL,32,101
40394416,MATERNAL 2 AT TARDE ANUAL,0,6
39806473,4050 - ADMINISTRAÇÃO - 1° MODU,0,35
39400849,AEE A MANHA ANUAL,15,32
39542994,MULTISERIADA 3C INTEGRAL ANUAL,1,6
39602307,NÃO SERIADO  B3 INTEGRAL ANUAL,0,109
39691053,NÃO SERIADO 2b TARDE ANUAL ,27,110
39423625,3° ANO B MANHA ANUAL,0,14
39754897,2ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39389604,2° ANO D MANHA ANUAL,0,14
39600728,NÃO SERIADO  D2 NOITE ANUAL,0,109
39876129,7° ANO B MANHA ANUAL,0,14
39749213,4° ANO B MANHA ANUAL,0,14
40020326,NÃO SERIADO  D TARDE ANUAL,27,110
39301940,2ª SERIE C MANHA ANUAL,0,101
39706240,MATERNAL 1 B INTEGRAL ANUAL,0,6
40394784,MATERNAL 1 BM MANHA ANUAL,0,6
39464785, 2A INTEGRAL ANUAL,1,6
39361811,1ª SERIE A INTEGRAL ANUAL,32,101
39418078,2° ANO B TARDE ANUAL,0,14
39461787,MULTISSERIADA 1A INTEGRAL ANUA,1,6
39836502,3043 - MECANICA - 1ª SERIE ME ,0,90
39338465,2ª SERIE A NOITE ANUAL,0,101
39892746,NÃO SERIADO  B3 TARDE ANUAL,0,109
39263809,2ª SERIE B MANHA ANUAL,0,101
39290948,7° ANO B MANHA ANUAL,0,14
39642971,NÃO SERIADA A MANHA ANUAL,43,39
39460261,4° ANO C TARDE ANUAL,0,14
39431662,MATERNAL 1 A INTEGRAL ANUAL,0,6
39346893,7° ANO A INTEGRAL ANUAL,17,14
39364214,3° ANO B MANHA ANUAL,0,14
39592612,MULTISERIADA 3B INTEGRAL ANUAL,1,6
39512957,1° ANO A TARDE ANUAL,0,14
39782445,9° ANO B MANHA ANUAL,0,14
39767688,2° ANO B INTEGRAL ANUAL,0,14
39692787,NÃO SERIADO 2c TARDE ANUAL ,27,110
39865894,8° ANO A MANHA ANUAL,0,14
39518492,2ª ETAPA PRÉ-ESCOLA 5B MANHA A,0,6
39678726,MULTISERIADA 1A INTEGRAL ANUAL,1,6
39493444,1ª SERIE D INTEGRAL ANUAL,32,101
39371984,FUTSAL - INFANTIL - MASCULINO ,25,31
39332695,7° ANO A INTEGRAL ANUAL,17,14
39777725,4° ANO A MANHA ANUAL,0,14
39421954,4° ANO D TARDE ANUAL,0,14
39675926,1ª ETAPA PRÉ-ESCOLA B MANHA AN,0,6
39282913,2ª SERIE B INTEGRAL ANUAL,32,101
39338091,3ª SERIE D NOITE ANUAL,0,101
39471246, 5D MANHA ANUAL,0,14
39352112,5° ANO A MANHA ANUAL,0,14
39272902,2ª SERIE C MANHA ANUAL,0,101
39820865,1ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39645757,NÃO SERIADO  3B INTEGRAL ANUAL,0,109
39337026,2ª SERIE F TARDE ANUAL,0,101
39890732,NÃO SERIADO  1D TARDE ANUAL,0,109
39404037,2ª ETAPA PRÉ-ESCOLA D TARDE AN,0,6
39534325, 7A MANHA ANUAL,1,6
39687328,2ª ETAPA PRÉ-ESCOLA E TARDE AN,0,6
39459651,5° ANO D TARDE ANUAL,0,14
39387810,1ª ETAPA PRÉ-ESCOLA D TARDE AN,0,6
39490382,MATERNAL 2 A INTEGRAL ANUAL,0,6
40169480,1006 - ENFERMAGEM - 4° MODULO ,0,35
39907330,3° TERMO B2 NOITE 2° SEMESTRE,37,5
39291372,3ª SERIE C INTEGRAL ANUAL,32,101
39273664,9° ANO B TARDE ANUAL,0,14
39366200,EEE I TARDE ANUAL,8,14
39405500,2ª ETAPA PRÉ-ESCOLA C MANHA AN,0,6
39678189,MULTISERIADA 3D INTEGRAL ANUAL,1,6
39271304,3ª SERIE B INTEGRAL ANUAL,32,101
39791407,NÃO SERIADO  3E TARDE ANUAL,0,109
39291136,2ª SERIE B MANHA ANUAL,0,101
39590877,NÃO SERIADO  2B NOITE ANUAL,0,109
39740842,2° NIVEL D TARDE ANUAL,0,26
39457333,MATERNAL 2 B INTEGRAL ANUAL,0,6
39755857,6° ANO A MANHA ANUAL,0,14
39294160,8° ANO B TARDE ANUAL,0,14
39876717,2° NIVEL 2H MANHA ANUAL,0,26
40385113,BERÇÁRIO 1 H INTEGRAL ANUAL,0,6
39615731,3ª SERIE J NOITE ANUAL,0,101
39841274,1° TERMO B NOITE 1° SEMESTRE,37,5
39866727,AEE A VESPERTINO ANUAL,15,32
39296009,4° ANO A MANHA ANUAL,0,14
39420076,1° NIVEL A INTERMEDIARIO ANUAL,0,26
39516317,MATERNAL 1 C INTEGRAL ANUAL,0,6
39527433,4050 - ADMINISTRAÇÃO - 2ª SERI,46,104
39650963,NÃO SERIADO  B4 INTEGRAL ANUAL,0,109
39541291,5° ANO A TARDE ANUAL,0,14
39285402,3° ANO E TARDE ANUAL,0,14
39518687,1ª ETAPA PRÉ-ESCOLA C TARDE AN,0,6
39846665,9° ANO D TARDE ANUAL,0,14
39475373, 4A MANHA ANUAL,0,14
39358579,4° ANO A MANHA ANUAL,0,14
39482945,2° ANO C MANHA ANUAL,0,14
39465912,1° ANO D TARDE ANUAL,0,14
39724095,2ª ETAPA PRÉ-ESCOLA F TARDE AN,0,6
39314492,1ª SERIE A TARDE ANUAL,0,101
39498325,8° ANO A INTEGRAL ANUAL,17,14
39877232,4° ANO M MANHA ANUAL,0,14
39514166,2ª ETAPA PRÉ-ESCOLA B MANHA AN,0,6
39716857,1° NIVEL E  MANHA ANUAL,0,26
39300999,1ª SERIE A INTEGRAL ANUAL,32,101
39737895,6082 - DESENVOLVIMENTO DE SIST,35,104
39608621,NÃO SERIADO  BH MANHA ANUAL,0,109
39353053,2ª SERIE B INTEGRAL ANUAL,32,101
39643379,NÃO SERIADO  G TARDE 1º SEMEST,27,110
39325701,1ª SERIE D TARDE ANUAL,0,101
39496751,5° ANO A MANHA ANUAL,0,14
39554937,MULTISERIADA 7G TARDE ANUAL,1,6
39767898,1ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39596760,NÃO SERIADO  D1 NOITE ANUAL,0,109
39605383,MULTISERIADA 2A INTEGRAL ANUAL,1,6
39361250,2ª SERIE D INTEGRAL ANUAL,32,101
39461380, 1A INTEGRAL ANUAL,0,14
39518633,1° ANO C TARDE ANUAL,0,14
39886516,NÃO SERIADO  E  ANUAL,38,109
39909668,1 - ESPANHOL - 1° ESTAGIO DISC,0,15
39508175,1ª SERIE G TARDE ANUAL,0,101
39498329,5° ANO B TARDE ANUAL,0,14
39349409,7° ANO A INTEGRAL ANUAL,17,14
39632768,NÃO SERIADO  B  ANUAL,38,109
40020465,NÃO SERIADO  1L TARDE ANUAL,27,110
39551889,MULTISERIADA 7J TARDE ANUAL,1,6
39447228,4° ANO A INTEGRAL ANUAL,0,14
39595693,7° ANO A VESPERTINO ANUAL,0,14
39907929,NÃO SERIADO  2A NOITE 2º SEMES,37,109
39837186,5° ANO A MANHA ANUAL,0,14
39884289,1° NIVEL MB TARDE ANUAL,0,26
39318447,8° ANO B INTEGRAL ANUAL,17,14
39303234,6° ANO A TARDE ANUAL,0,14
39336070,1° ANO B TARDE ANUAL,0,14
39296550,4° ANO D MANHA ANUAL,0,14
39758022,NÃO SERIADO  1E MANHA ANUAL,0,109
39322262,7° ANO B INTEGRAL ANUAL,17,14
39428870,5° ANO C TARDE ANUAL,0,14
39343047,3° ANO B MANHA ANUAL,0,14
39435164,MULTISERIADA A INTEGRAL ANUAL,1,6
39789015,BERÇÁRIO 2 A INTEGRAL ANUAL,0,6
39719567,MULTISSERIADA M1  ANUAL,0,5
39627027,NÃO SERIADO  2D NOITE ANUAL,0,109
39838218,3ª SERIE A MANHA ANUAL,0,101
39517455,AEE B TARDE ANUAL,15,32
39808487,4° ANO A MANHA ANUAL,0,14
39310179,5° ANO B MANHA ANUAL,0,14
39308280,3ª SERIE D NOITE ANUAL,0,101
39657276,NÃO SERIADO  B MANHA ANUAL,1,109
39304951,8° ANO C INTEGRAL ANUAL,17,14
39282376,2ª SERIE B MANHA ANUAL,0,101
39512733,1ª SERIE G NOITE ANUAL,0,101
39908128,NÃO SERIADO  T1 NOITE 2º SEMES,37,109
39369498,7° ANO 7C TARDE ANUAL,0,14
39809711,5° ANO A TARDE ANUAL,0,14
39532454,1° ANO 1B MANHA ANUAL,0,14
39441983,1° ANO A TARDE ANUAL,0,14
39653096,2ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39374301,MULTISSERIADA A  ANUAL,0,4
39460444,8° ANO B MANHA ANUAL,0,14
39360560,1ª SERIE B MANHA ANUAL,0,101
39448017,6° ANO D TARDE ANUAL,0,14
39332950,4° ANO A MANHA ANUAL,0,14
39424272,2° ANO B TARDE ANUAL,0,14
39307237,1° ANO A TARDE ANUAL,0,14
39346010,5° ANO A MANHA ANUAL,0,14
39508500,9° ANO C TARDE ANUAL,0,14
39543791,6° ANO 6B TARDE ANUAL,0,14
39376662,1 - ESPANHOL - 1° ESTAGIO DISC,0,15
39636488,NÃO SERIADO  2C INTEGRAL ANUAL,0,109
39531071,4050 - ADMINISTRAÇÃO - 2ª SERI,46,99
39283079,7° ANO C TARDE ANUAL,0,14
39306008,9° ANO H MANHA ANUAL,0,14
39305173,5° ANO B MANHA ANUAL,0,14
39481699,3° ANO A MANHA ANUAL,0,14
39830190,13182 - SEGURANCA DO TRABALHO ,0,35
39792341,1ª SERIE E MANHA ANUAL,0,101
39368936,EEE R MANHA ANUAL,8,3
39322592,6° ANO A MANHA ANUAL,0,14
39388304,1° ANO B TARDE ANUAL,0,14
39545650,2° ANO 2B TARDE ANUAL,0,14
39435441,2° ANO A TARDE ANUAL,0,14
39494879,2° ANO D TARDE ANUAL,0,14
39366414,6° ANO B TARDE ANUAL,0,14
39489268,1° ANO A MANHA ANUAL,0,14
39680072,MULTISERIADA 6B INTEGRAL ANUAL,1,6
39558324,MULTISERIADA 3C INTEGRAL ANUAL,1,6
39640227,NÃO SERIADO  F2 TARDE ANUAL,0,109
39286809,3ª SERIE H NOITE ANUAL,0,101
39656784,NÃO SERIADO  J1 NOITE 1º SEMES,37,109
39560115,MATERNAL 2 D TARDE ANUAL,0,6
39924072,NÃO SERIADO  1T NOITE 2º SEMES,37,109
39630038,NÃO SERIADO  3A NOITE ANUAL,0,109
39296539,7° ANO B TARDE ANUAL,0,14
39604146,NÃO SERIADO  3X TARDE ANUAL,27,110
39593316,NÃO SERIADO  3B MANHA ANUAL,0,109
39455693,3ª SERIE C MANHA ANUAL,41,101
39311430,8° ANO D TARDE ANUAL,0,14
39268867,3ª SERIE C INTEGRAL ANUAL,32,101
39589886,NÃO SERIADO  2C TARDE ANUAL,27,110
39286399,4° ANO B TARDE ANUAL,0,14
39463083,1° ANO D TARDE ANUAL,0,14
39480793,1° ANO E TARDE ANUAL,0,14
39921888,1° TERMO B NOITE 2° SEMESTRE,37,5
39695238,NÃO SERIADO  C2 TARDE ANUAL,27,110
39590210,NÃO SERIADO  CH NOITE ANUAL,0,109
39854971,3° ANO A MANHA ANUAL,0,14
39532578, 1B INTEGRAL ANUAL,0,14
39915251,MULTISSERIADA B NOITE 2° SEMES,39,5
39435501,2ª ETAPA PRÉ-ESCOLA E MANHA AN,0,6
39706082,BERÇÁRIO 2 A INTEGRAL ANUAL,0,6
40488135,1006 - ENFERMAGEM - 1° MODULO ,0,35
39330469,3ª SERIE B INTEGRAL ANUAL,32,101
39277775,3ª SERIE B NOITE ANUAL,0,101
39303127,7° ANO B INTEGRAL ANUAL,17,14
39534207, 7K TARDE ANUAL,1,6
